Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
BALD_BALD,BALD,BALD,30,35.17,30.14,28.47,31.19,25.87
BALD_BALD,BALD,BALD,40,39.37,44.81,32.86,35.25,41.25
BALD_BALD,BALD,BALD,50,51.3,48.49,54.31,48.29,48.93
BALD_BALD,BALD,BALD,60,52.41,50.31,63.55,59.51,56.36
BALD_BALD,BALD,BALD,70,57.18,51.8,65.86,65.13,57.26
BALD_BALD,BALD,BALD,80,59.92,54.4,68.66,66.85,60.71
BALD_BALD,BALD,BALD,90,65.65,56.04,70.74,51.8,63.87
BALD_BALD,BALD,BALD,100,68.43,61.47,71.21,55.22,65.1
BALD_BALD,BALD,BALD,110,69.6,63.9,71.53,59.34,68.2
BALD_BALD,BALD,BALD,120,71.09,63.84,75.56,74.33,69.51
VAAL_BALD,VAAL,BALD,20,13.74,13.74,13.74,13.74,13.74
VAAL_BALD,VAAL,BALD,30,26.75,30.69,22.71,26.98,27.71
VAAL_BALD,VAAL,BALD,40,25.05,30.87,40.69,34.43,39.35
VAAL_BALD,VAAL,BALD,50,29.99,36.07,46.01,40.13,52.91
VAAL_BALD,VAAL,BALD,60,32.8,47.59,47.18,50.19,55.77
VAAL_BALD,VAAL,BALD,70,35.55,45.95,49.81,53.52,64.1
VAAL_BALD,VAAL,BALD,80,50.69,53.41,57.44,58.05,65.1
VAAL_BALD,VAAL,BALD,90,52.91,62.15,60.77,63.02,65.19
VAAL_BALD,VAAL,BALD,100,57.97,68.93,65.62,66.44,69.57
VAAL_BALD,VAAL,BALD,110,61.41,70.71,67.61,68.58,68.25
VAAL_BALD,VAAL,BALD,120,64.95,74.1,72.35,71.56,72.38
Coreset_BALD,Coreset,BALD,20,32.01,32.01,32.01,32.01,32.01
Coreset_BALD,Coreset,BALD,30,47.85,44.87,45.16,42.44,44.75
Coreset_BALD,Coreset,BALD,40,60.63,54.84,52.06,54.22,48.93
Coreset_BALD,Coreset,BALD,50,64.37,65.65,65.57,61.09,56.91
Coreset_BALD,Coreset,BALD,60,69.98,68.02,64.05,72.96,56.91
Coreset_BALD,Coreset,BALD,70,71.38,72.52,67.76,72.61,65.19
Coreset_BALD,Coreset,BALD,80,72.38,72.52,71.29,75.88,66.03
Coreset_BALD,Coreset,BALD,90,72.08,72.76,71.76,76.38,72.08
Coreset_BALD,Coreset,BALD,100,76.41,72.99,73.81,77.67,74.63
Coreset_BALD,Coreset,BALD,110,79.33,74.63,75.15,81.91,75.33
Coreset_BALD,Coreset,BALD,120,79.92,78.11,77.11,81.29,79.33
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,20,60.77,60.77,60.77,60.77,60.77
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,30,60.6,66.56,59.87,60.8,61.62
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,40,65.71,66.35,67.82,67.85,68.55
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,50,70.27,69.6,69.42,70.53,70.53
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,60,72.93,72.46,69.25,73.66,73.25
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,70,74.51,75.45,73.87,75.07,72.46
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,80,76.12,76.7,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,90,77.64,76.44,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,100,76.94,77.67,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,110,78.16,77.7,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,120,76.85,79.66,0.0,0.0,0.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,20,37.18,37.18,37.18,37.18,37.18
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,30,52.18,50.28,57.79,61.77,63.46
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,40,65.42,60.68,58.73,64.66,67.38
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,50,69.51,64.78,66.03,65.04,66.24
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,60,74.13,68.05,69.37,65.77,68.02
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,70,75.33,72.84,72.2,71.24,71.12
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,80,74.71,75.3,75.1,74.16,72.03
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,90,75.18,74.98,77.9,76.24,75.15
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,100,78.49,78.37,75.33,77.05,75.94
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,110,79.19,80.53,79.71,77.73,76.7
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,120,80.04,81.7,80.68,79.68,78.72
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,20,18.24,18.24,18.24,18.24,18.24
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,30,42.82,44.14,32.04,46.24,31.22
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,40,52.21,60.77,42.68,47.24,44.05
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,50,55.25,62.61,49.66,50.8,52.09
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,60,63.64,66.12,53.41,63.49,60.92
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,70,66.47,67.14,56.68,68.81,62.67
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,80,68.58,0.0,0.0,0.0,63.52
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,90,70.71,0.0,0.0,0.0,66.27
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,100,69.66,0.0,0.0,0.0,65.13
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,110,72.93,0.0,0.0,0.0,71.18
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,120,74.48,0.0,0.0,0.0,73.19
Consistency_Coreset,Consistency,Coreset,20,42.91,42.91,42.91,42.91,42.91
Consistency_Coreset,Consistency,Coreset,30,40.78,44.11,50.42,52.82,51.74
Consistency_Coreset,Consistency,Coreset,40,56.83,49.96,54.25,50.8,56.94
Consistency_Coreset,Consistency,Coreset,50,63.11,51.51,59.84,58.05,57.32
Consistency_Coreset,Consistency,Coreset,60,65.68,54.72,65.62,61.5,60.45
Consistency_Coreset,Consistency,Coreset,70,71.41,60.42,73.95,66.59,61.62
Consistency_Coreset,Consistency,Coreset,80,74.04,63.93,74.71,67.82,67.35
Consistency_Coreset,Consistency,Coreset,90,75.12,64.13,77.78,73.34,70.59
Consistency_Coreset,Consistency,Coreset,100,76.53,62.23,74.66,73.69,70.51
Consistency_Coreset,Consistency,Coreset,110,76.24,72.43,76.0,77.64,71.03
Consistency_Coreset,Consistency,Coreset,120,78.43,73.19,75.83,79.33,77.7
Entropy_Coreset,Entropy,Coreset,20,30.34,30.34,30.34,30.34,30.34
Entropy_Coreset,Entropy,Coreset,30,39.55,33.85,35.6,34.58,37.83
Entropy_Coreset,Entropy,Coreset,40,48.79,39.26,52.29,47.97,47.97
Entropy_Coreset,Entropy,Coreset,50,56.21,49.17,63.64,54.57,48.58
Entropy_Coreset,Entropy,Coreset,60,59.6,61.03,67.7,69.48,54.4
Entropy_Coreset,Entropy,Coreset,70,59.43,68.11,70.83,68.72,59.08
Entropy_Coreset,Entropy,Coreset,80,0.0,70.94,72.84,0.0,0.0
Entropy_Coreset,Entropy,Coreset,90,0.0,72.14,74.77,0.0,0.0
Entropy_Coreset,Entropy,Coreset,100,0.0,73.84,77.29,0.0,0.0
Entropy_Coreset,Entropy,Coreset,110,0.0,77.11,78.05,0.0,0.0
Entropy_Coreset,Entropy,Coreset,120,0.0,77.87,78.08,0.0,0.0
Margin_Coreset,Margin,Coreset,20,28.62,28.62,28.62,28.62,28.62
Margin_Coreset,Margin,Coreset,30,37.09,33.29,39.37,42.97,39.37
Margin_Coreset,Margin,Coreset,40,42.15,47.56,48.41,62.12,48.93
Margin_Coreset,Margin,Coreset,50,47.0,51.74,59.75,58.7,51.24
Margin_Coreset,Margin,Coreset,60,54.4,62.53,59.81,65.04,62.76
Margin_Coreset,Margin,Coreset,70,67.2,69.86,63.43,68.28,68.28
Margin_Coreset,Margin,Coreset,80,71.73,69.28,62.67,70.24,70.53
Margin_Coreset,Margin,Coreset,90,73.55,73.69,71.09,74.98,72.76
Margin_Coreset,Margin,Coreset,100,77.11,74.71,73.6,77.38,76.26
Margin_Coreset,Margin,Coreset,110,78.46,77.23,72.76,79.57,73.63
Margin_Coreset,Margin,Coreset,120,78.95,79.19,74.54,80.27,76.62
BALD_Coreset,BALD,Coreset,20,22.39,22.39,22.39,22.39,22.39
BALD_Coreset,BALD,Coreset,30,23.3,30.28,25.17,30.25,25.29
BALD_Coreset,BALD,Coreset,40,32.45,49.34,35.4,45.02,34.87
BALD_Coreset,BALD,Coreset,50,42.62,53.76,49.25,57.67,58.4
BALD_Coreset,BALD,Coreset,60,54.66,59.19,54.37,58.87,62.58
BALD_Coreset,BALD,Coreset,70,57.73,66.85,62.0,63.43,62.15
BALD_Coreset,BALD,Coreset,80,61.79,0.0,70.13,0.0,0.0
BALD_Coreset,BALD,Coreset,90,71.35,0.0,73.4,0.0,0.0
BALD_Coreset,BALD,Coreset,100,73.57,0.0,72.0,0.0,0.0
BALD_Coreset,BALD,Coreset,110,76.64,0.0,73.43,0.0,0.0
BALD_Coreset,BALD,Coreset,120,77.55,0.0,76.88,0.0,0.0
VAAL_Coreset,VAAL,Coreset,20,13.74,13.74,13.74,13.74,13.74
VAAL_Coreset,VAAL,Coreset,30,36.04,32.97,31.86,43.47,46.89
VAAL_Coreset,VAAL,Coreset,40,51.36,35.87,44.17,43.29,52.32
VAAL_Coreset,VAAL,Coreset,50,46.07,43.93,51.56,52.09,54.02
VAAL_Coreset,VAAL,Coreset,60,60.89,57.21,59.43,52.5,53.76
VAAL_Coreset,VAAL,Coreset,70,68.46,60.92,62.76,60.16,56.74
VAAL_Coreset,VAAL,Coreset,80,70.74,62.88,63.93,64.92,59.95
VAAL_Coreset,VAAL,Coreset,90,72.35,66.76,68.2,68.11,59.98
VAAL_Coreset,VAAL,Coreset,100,71.06,69.31,68.05,73.63,65.65
VAAL_Coreset,VAAL,Coreset,110,75.53,74.07,70.97,75.07,68.75
VAAL_Coreset,VAAL,Coreset,120,75.21,75.15,71.85,77.58,71.88
Coreset_Coreset,Coreset,Coreset,20,32.01,32.01,32.01,32.01,32.01
Coreset_Coreset,Coreset,Coreset,30,50.48,49.81,47.97,45.66,55.86
Coreset_Coreset,Coreset,Coreset,40,57.61,58.64,64.48,57.99,67.26
Coreset_Coreset,Coreset,Coreset,50,64.4,66.33,66.62,67.96,69.42
Coreset_Coreset,Coreset,Coreset,60,70.24,69.31,72.93,73.49,73.31
Coreset_Coreset,Coreset,Coreset,70,73.55,71.76,75.65,76.18,75.27
Coreset_Coreset,Coreset,Coreset,80,77.2,75.04,77.08,79.1,79.95
Coreset_Coreset,Coreset,Coreset,90,77.02,75.39,76.47,79.19,79.1
Coreset_Coreset,Coreset,Coreset,100,78.57,77.38,78.98,79.1,81.0
Coreset_Coreset,Coreset,Coreset,110,82.9,76.5,81.2,78.43,81.32
Coreset_Coreset,Coreset,Coreset,120,82.64,76.12,80.94,78.16,81.53
