Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
VAAL_BALD,VAAL,BALD,20,11.8,11.8,11.8,11.8,11.8
VAAL_BALD,VAAL,BALD,30,22.86,26.7,31.91,36.92,20.11
VAAL_BALD,VAAL,BALD,40,26.04,27.05,29.26,32.2,30.42
VAAL_BALD,VAAL,BALD,50,36.77,21.38,26.39,37.23,36.98
VAAL_BALD,VAAL,BALD,60,38.34,24.37,24.97,41.56,42.49
VAAL_BALD,VAAL,BALD,70,39.47,30.43,31.55,45.63,39.9
VAAL_BALD,VAAL,BALD,80,42.99,33.82,34.21,47.42,43.73
VAAL_BALD,VAAL,BALD,90,43.19,35.13,35.32,48.31,47.56
VAAL_BALD,VAAL,BALD,100,42.2,32.6,37.91,47.98,49.62
VAAL_BALD,VAAL,BALD,110,45.93,34.82,36.34,51.34,50.0
VAAL_BALD,VAAL,BALD,120,41.2,39.07,39.71,51.03,54.61
Coreset_BALD,Coreset,BALD,20,39.28,39.28,39.28,39.28,39.28
Coreset_BALD,Coreset,BALD,30,33.06,30.6,33.61,37.35,30.74
Coreset_BALD,Coreset,BALD,40,41.09,41.75,42.9,33.65,30.18
Coreset_BALD,Coreset,BALD,50,39.12,41.06,49.12,41.31,33.4
Coreset_BALD,Coreset,BALD,60,37.65,56.06,49.54,39.14,37.44
Coreset_BALD,Coreset,BALD,70,43.33,52.53,46.82,40.74,41.42
Coreset_BALD,Coreset,BALD,80,35.78,52.52,42.94,46.62,45.1
Coreset_BALD,Coreset,BALD,90,40.77,54.55,46.53,44.37,44.76
Coreset_BALD,Coreset,BALD,100,48.61,52.63,58.4,46.17,45.89
Coreset_BALD,Coreset,BALD,110,52.14,58.41,60.45,47.55,43.2
Coreset_BALD,Coreset,BALD,120,52.56,63.16,62.92,44.44,44.69
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,20,58.33,58.33,58.33,58.33,58.33
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,30,47.19,58.11,52.4,60.31,59.92
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,40,60.82,61.32,47.38,44.05,60.75
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,50,63.64,61.2,58.77,46.91,61.81
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,60,57.33,61.21,56.91,47.35,56.09
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,70,57.4,68.51,63.94,54.72,63.43
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,80,68.57,66.69,64.61,61.49,57.53
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,90,67.73,66.46,62.23,63.27,65.61
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,100,67.86,68.93,67.55,65.93,63.93
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,110,64.85,69.62,67.19,61.89,70.52
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,120,67.95,71.34,70.92,64.5,69.83
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,20,18.22,18.22,18.22,18.22,18.22
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,30,18.11,18.83,37.74,41.04,32.34
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,40,45.72,23.54,33.97,49.92,41.78
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,50,47.05,38.66,45.6,44.39,56.31
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,60,53.26,38.26,48.54,49.19,60.97
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,70,57.87,39.69,48.84,55.88,60.57
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,80,66.34,40.61,52.17,60.88,61.34
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,90,65.65,47.3,51.11,54.07,64.07
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,100,64.79,49.69,51.75,59.87,67.67
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,110,64.11,52.08,51.36,62.2,69.51
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,120,69.26,59.28,57.84,61.46,70.28
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,20,11.8,11.8,11.8,11.8,11.8
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,30,22.4,25.79,47.86,30.96,17.06
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,40,25.68,46.87,52.44,41.94,23.69
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,50,23.16,47.55,54.44,45.61,27.06
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,60,33.68,52.33,56.75,48.44,42.17
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,70,33.66,45.11,56.56,49.68,47.41
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,80,38.45,56.91,58.59,53.23,43.16
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,90,37.77,52.97,58.3,56.63,45.4
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,100,40.19,56.16,63.38,57.88,51.74
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,110,47.12,51.7,62.01,54.42,56.28
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,120,42.6,58.64,62.6,54.22,55.32
Consistency_Coreset,Consistency,Coreset,20,40.75,40.75,40.75,40.75,40.75
Consistency_Coreset,Consistency,Coreset,30,37.97,37.37,41.46,43.69,45.77
Consistency_Coreset,Consistency,Coreset,40,38.4,35.36,52.05,46.46,60.1
Consistency_Coreset,Consistency,Coreset,50,40.42,42.23,60.31,39.54,60.65
Consistency_Coreset,Consistency,Coreset,60,44.96,42.12,58.05,44.21,57.53
Consistency_Coreset,Consistency,Coreset,70,56.09,55.33,56.11,56.0,61.98
Consistency_Coreset,Consistency,Coreset,80,52.28,54.37,56.73,54.12,67.51
Consistency_Coreset,Consistency,Coreset,90,46.74,59.23,54.68,57.51,65.28
Consistency_Coreset,Consistency,Coreset,100,61.77,55.17,53.52,53.34,61.25
Consistency_Coreset,Consistency,Coreset,110,60.49,55.54,57.79,55.58,62.35
Consistency_Coreset,Consistency,Coreset,120,60.42,61.16,50.97,61.48,62.88
Entropy_Coreset,Entropy,Coreset,20,5.07,5.07,5.07,5.07,5.07
Entropy_Coreset,Entropy,Coreset,30,41.89,24.18,29.15,28.5,42.72
Entropy_Coreset,Entropy,Coreset,40,55.13,37.01,39.14,32.37,31.85
Entropy_Coreset,Entropy,Coreset,50,39.25,43.47,43.11,44.97,42.35
Entropy_Coreset,Entropy,Coreset,60,51.14,51.67,47.67,51.95,51.32
Entropy_Coreset,Entropy,Coreset,70,48.25,54.21,47.06,58.29,55.21
Entropy_Coreset,Entropy,Coreset,80,56.95,54.36,52.31,56.23,57.27
Entropy_Coreset,Entropy,Coreset,90,62.47,59.21,57.09,59.54,53.96
Entropy_Coreset,Entropy,Coreset,100,63.93,60.24,58.22,61.64,56.92
Entropy_Coreset,Entropy,Coreset,110,62.05,60.86,56.98,62.94,63.61
Entropy_Coreset,Entropy,Coreset,120,61.67,63.34,58.91,63.36,58.2
Margin_Coreset,Margin,Coreset,20,37.4,37.4,37.4,37.4,37.4
Margin_Coreset,Margin,Coreset,30,44.86,36.71,39.5,33.29,43.37
Margin_Coreset,Margin,Coreset,40,42.69,53.41,35.79,58.91,34.68
Margin_Coreset,Margin,Coreset,50,40.79,59.83,32.88,56.07,40.42
Margin_Coreset,Margin,Coreset,60,47.95,51.91,37.45,61.6,41.16
Margin_Coreset,Margin,Coreset,70,45.72,67.84,42.24,65.26,57.02
Margin_Coreset,Margin,Coreset,80,58.2,56.48,51.7,57.33,60.36
Margin_Coreset,Margin,Coreset,90,61.1,56.34,59.76,61.24,58.9
Margin_Coreset,Margin,Coreset,100,60.68,60.24,59.6,60.11,64.23
Margin_Coreset,Margin,Coreset,110,59.71,66.52,63.79,62.01,65.07
Margin_Coreset,Margin,Coreset,120,62.56,66.34,58.11,68.25,68.48
BALD_Coreset,BALD,Coreset,20,8.41,8.41,8.41,8.41,8.41
BALD_Coreset,BALD,Coreset,30,41.0,20.85,30.49,22.76,19.97
BALD_Coreset,BALD,Coreset,40,41.09,35.78,41.38,26.88,32.03
BALD_Coreset,BALD,Coreset,50,50.38,26.57,43.04,40.08,46.67
BALD_Coreset,BALD,Coreset,60,51.78,42.74,46.63,47.7,56.77
BALD_Coreset,BALD,Coreset,70,56.75,48.22,49.09,54.83,60.82
BALD_Coreset,BALD,Coreset,80,62.12,69.47,57.58,53.82,58.91
BALD_Coreset,BALD,Coreset,90,69.9,62.69,59.23,52.24,67.08
BALD_Coreset,BALD,Coreset,100,68.89,61.02,58.57,53.41,64.0
BALD_Coreset,BALD,Coreset,110,69.86,71.85,62.42,57.23,63.16
BALD_Coreset,BALD,Coreset,120,70.97,69.37,60.15,61.8,64.6
VAAL_Coreset,VAAL,Coreset,20,11.8,11.8,11.8,11.8,11.8
VAAL_Coreset,VAAL,Coreset,30,22.81,33.22,21.16,26.64,19.5
VAAL_Coreset,VAAL,Coreset,40,50.91,33.02,43.58,25.01,21.57
VAAL_Coreset,VAAL,Coreset,50,45.19,37.55,34.18,37.92,45.0
VAAL_Coreset,VAAL,Coreset,60,48.97,46.81,37.6,46.94,45.33
VAAL_Coreset,VAAL,Coreset,70,45.97,44.62,40.64,55.92,39.3
VAAL_Coreset,VAAL,Coreset,80,54.14,59.69,46.62,60.89,45.54
VAAL_Coreset,VAAL,Coreset,90,55.56,62.92,47.66,65.79,46.87
VAAL_Coreset,VAAL,Coreset,100,58.79,63.23,50.47,69.86,50.85
VAAL_Coreset,VAAL,Coreset,110,58.11,63.23,57.62,68.66,64.51
VAAL_Coreset,VAAL,Coreset,120,62.24,52.84,58.55,64.69,59.12
Coreset_Coreset,Coreset,Coreset,20,39.28,39.28,39.28,39.28,39.28
Coreset_Coreset,Coreset,Coreset,30,36.06,44.83,39.29,53.23,51.74
Coreset_Coreset,Coreset,Coreset,40,37.81,41.34,50.39,55.75,54.07
Coreset_Coreset,Coreset,Coreset,50,50.67,43.86,58.27,54.57,52.86
Coreset_Coreset,Coreset,Coreset,60,46.3,56.21,60.52,56.49,54.12
Coreset_Coreset,Coreset,Coreset,70,53.96,69.4,59.05,64.11,51.91
Coreset_Coreset,Coreset,Coreset,80,60.22,72.91,62.02,64.03,51.53
Coreset_Coreset,Coreset,Coreset,90,65.57,68.36,60.77,49.89,64.9
Coreset_Coreset,Coreset,Coreset,100,58.12,66.57,62.51,67.69,65.42
Coreset_Coreset,Coreset,Coreset,110,65.06,65.38,61.2,63.98,67.94
Coreset_Coreset,Coreset,Coreset,120,64.01,72.92,66.28,72.62,71.25
