Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,70,81.0,85.0,84.0,80.0,89.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,80,79.0,84.0,89.0,81.0,86.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,90,78.0,88.0,88.0,82.0,87.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,100,82.0,89.0,88.0,87.0,88.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,110,83.0,85.0,89.0,84.0,88.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,120,88.0,83.0,88.0,88.0,90.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,20,46.0,46.0,46.0,46.0,46.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,30,49.0,50.0,52.0,60.0,50.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,40,63.0,53.0,59.0,63.0,64.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,50,59.0,61.0,59.0,66.0,68.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,60,67.0,63.0,66.0,66.0,71.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,70,71.0,65.0,62.0,73.0,73.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,80,80.0,80.0,73.0,78.0,76.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,90,79.0,82.0,74.0,78.0,78.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,100,80.0,78.0,77.0,79.0,76.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,110,79.0,82.0,75.0,78.0,73.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,120,78.0,79.0,75.0,81.0,72.0
Consistency_BALD,Consistency,BALD,20,71.0,71.0,71.0,71.0,71.0
Consistency_BALD,Consistency,BALD,30,75.0,67.0,72.0,76.0,69.0
Consistency_BALD,Consistency,BALD,40,78.0,75.0,76.0,69.0,69.0
Consistency_BALD,Consistency,BALD,50,72.0,72.0,85.0,74.0,77.0
Consistency_BALD,Consistency,BALD,60,72.0,77.0,75.0,78.0,72.0
Consistency_BALD,Consistency,BALD,70,75.0,84.0,84.0,77.0,78.0
Consistency_BALD,Consistency,BALD,80,76.0,77.0,83.0,76.0,85.0
Consistency_BALD,Consistency,BALD,90,77.0,80.0,81.0,79.0,80.0
Consistency_BALD,Consistency,BALD,100,80.0,83.0,80.0,76.0,78.0
Consistency_BALD,Consistency,BALD,110,78.0,84.0,83.0,82.0,79.0
Consistency_BALD,Consistency,BALD,120,80.0,83.0,83.0,83.0,76.0
Entropy_BALD,Entropy,BALD,20,50.0,50.0,50.0,50.0,50.0
Entropy_BALD,Entropy,BALD,30,51.0,50.0,46.0,55.00000000000001,53.0
Entropy_BALD,Entropy,BALD,40,56.00000000000001,53.0,55.00000000000001,56.99999999999999,53.0
Entropy_BALD,Entropy,BALD,50,65.0,72.0,55.00000000000001,63.0,61.0
Entropy_BALD,Entropy,BALD,60,64.0,79.0,54.0,69.0,64.0
Entropy_BALD,Entropy,BALD,70,67.0,81.0,55.00000000000001,69.0,72.0
Entropy_BALD,Entropy,BALD,80,64.0,83.0,65.0,71.0,73.0
Entropy_BALD,Entropy,BALD,90,70.0,81.0,64.0,67.0,76.0
Entropy_BALD,Entropy,BALD,100,71.0,82.0,64.0,71.0,79.0
Entropy_BALD,Entropy,BALD,110,77.0,86.0,61.0,73.0,87.0
Entropy_BALD,Entropy,BALD,120,82.0,88.0,61.0,76.0,85.0
Margin_BALD,Margin,BALD,20,66.0,66.0,66.0,66.0,66.0
Margin_BALD,Margin,BALD,30,71.0,71.0,75.0,74.0,72.0
Margin_BALD,Margin,BALD,40,71.0,78.0,75.0,71.0,72.0
Margin_BALD,Margin,BALD,50,71.0,81.0,71.0,77.0,76.0
Margin_BALD,Margin,BALD,60,74.0,79.0,77.0,76.0,72.0
Margin_BALD,Margin,BALD,70,71.0,78.0,80.0,78.0,74.0
Margin_BALD,Margin,BALD,80,74.0,85.0,80.0,79.0,74.0
Margin_BALD,Margin,BALD,90,69.0,75.0,80.0,80.0,74.0
Margin_BALD,Margin,BALD,100,75.0,84.0,74.0,81.0,73.0
Margin_BALD,Margin,BALD,110,76.0,87.0,79.0,82.0,79.0
Margin_BALD,Margin,BALD,120,77.0,81.0,82.0,77.0,80.0
BALD_BALD,BALD,BALD,20,42.0,42.0,42.0,42.0,42.0
BALD_BALD,BALD,BALD,30,56.00000000000001,54.0,48.0,59.0,49.0
BALD_BALD,BALD,BALD,40,56.99999999999999,49.0,55.00000000000001,65.0,55.00000000000001
BALD_BALD,BALD,BALD,50,60.0,45.0,56.99999999999999,56.00000000000001,55.00000000000001
BALD_BALD,BALD,BALD,60,62.0,53.0,52.0,62.0,64.0
BALD_BALD,BALD,BALD,70,69.0,54.0,64.0,73.0,74.0
BALD_BALD,BALD,BALD,80,77.0,61.0,70.0,65.0,70.0
BALD_BALD,BALD,BALD,90,73.0,62.0,69.0,69.0,67.0
BALD_BALD,BALD,BALD,100,74.0,68.0,69.0,70.0,78.0
BALD_BALD,BALD,BALD,110,71.0,70.0,67.0,71.0,77.0
BALD_BALD,BALD,BALD,120,72.0,67.0,67.0,71.0,79.0
VAAL_BALD,VAAL,BALD,20,49.0,49.0,49.0,49.0,49.0
VAAL_BALD,VAAL,BALD,30,56.99999999999999,54.0,51.0,55.00000000000001,42.0
VAAL_BALD,VAAL,BALD,40,64.0,57.99999999999999,60.0,61.0,66.0
VAAL_BALD,VAAL,BALD,50,67.0,68.0,56.00000000000001,64.0,67.0
VAAL_BALD,VAAL,BALD,60,72.0,67.0,61.0,67.0,69.0
VAAL_BALD,VAAL,BALD,70,71.0,65.0,64.0,71.0,71.0
VAAL_BALD,VAAL,BALD,80,76.0,64.0,67.0,75.0,78.0
VAAL_BALD,VAAL,BALD,90,73.0,69.0,68.0,74.0,82.0
VAAL_BALD,VAAL,BALD,100,81.0,66.0,70.0,73.0,80.0
VAAL_BALD,VAAL,BALD,110,84.0,67.0,69.0,76.0,81.0
VAAL_BALD,VAAL,BALD,120,82.0,71.0,71.0,75.0,84.0
Coreset_BALD,Coreset,BALD,20,77.0,77.0,77.0,77.0,77.0
Coreset_BALD,Coreset,BALD,30,75.0,74.0,69.0,74.0,69.0
Coreset_BALD,Coreset,BALD,40,74.0,75.0,75.0,76.0,75.0
Coreset_BALD,Coreset,BALD,50,79.0,77.0,80.0,74.0,78.0
Coreset_BALD,Coreset,BALD,60,73.0,86.0,84.0,71.0,79.0
Coreset_BALD,Coreset,BALD,70,80.0,85.0,84.0,75.0,84.0
Coreset_BALD,Coreset,BALD,80,78.0,84.0,82.0,80.0,85.0
Coreset_BALD,Coreset,BALD,90,78.0,86.0,86.0,75.0,83.0
Coreset_BALD,Coreset,BALD,100,80.0,86.0,85.0,78.0,80.0
Coreset_BALD,Coreset,BALD,110,85.0,89.0,86.0,82.0,83.0
Coreset_BALD,Coreset,BALD,120,81.0,89.0,87.0,79.0,83.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,20,89.0,89.0,89.0,89.0,89.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,30,87.0,88.0,86.0,86.0,89.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,40,84.0,88.0,82.0,81.0,87.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,50,86.0,86.0,84.0,82.0,89.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,60,87.0,89.0,84.0,84.0,86.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,70,86.0,90.0,91.0,86.0,89.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,80,89.0,91.0,88.0,88.0,87.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,90,90.0,91.0,90.0,87.0,90.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,100,88.0,93.0,92.0,88.0,90.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,110,90.0,92.0,91.0,86.0,92.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,120,90.0,92.0,93.0,88.0,92.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,20,69.0,69.0,69.0,69.0,69.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,30,65.0,60.0,77.0,76.0,72.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,40,76.0,71.0,76.0,84.0,79.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,50,78.0,78.0,86.0,84.0,82.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,60,85.0,81.0,85.0,85.0,83.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,70,86.0,80.0,87.0,85.0,84.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,80,90.0,79.0,88.0,90.0,86.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,90,91.0,81.0,88.0,88.0,85.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,100,91.0,84.0,87.0,87.0,88.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,110,89.0,84.0,87.0,88.0,90.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,120,90.0,87.0,90.0,82.0,90.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,20,46.0,46.0,46.0,46.0,46.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,30,68.0,59.0,56.99999999999999,61.0,50.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,40,67.0,79.0,74.0,75.0,57.99999999999999
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,50,64.0,80.0,83.0,77.0,66.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,60,70.0,82.0,85.0,77.0,76.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,70,70.0,78.0,86.0,79.0,78.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,80,70.0,87.0,86.0,81.0,74.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,90,69.0,85.0,86.0,82.0,78.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,100,76.0,88.0,89.0,83.0,79.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,110,80.0,86.0,87.0,83.0,78.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,120,81.0,87.0,88.0,84.0,80.0
Consistency_Coreset,Consistency,Coreset,20,71.0,71.0,71.0,71.0,71.0
Consistency_Coreset,Consistency,Coreset,30,78.0,75.0,74.0,75.0,74.0
Consistency_Coreset,Consistency,Coreset,40,81.0,74.0,81.0,83.0,87.0
Consistency_Coreset,Consistency,Coreset,50,81.0,81.0,84.0,82.0,88.0
Consistency_Coreset,Consistency,Coreset,60,81.0,83.0,84.0,81.0,85.0
Consistency_Coreset,Consistency,Coreset,70,82.0,87.0,84.0,86.0,87.0
Consistency_Coreset,Consistency,Coreset,80,82.0,85.0,86.0,88.0,88.0
Consistency_Coreset,Consistency,Coreset,90,82.0,88.0,85.0,89.0,87.0
Consistency_Coreset,Consistency,Coreset,100,84.0,86.0,86.0,85.0,85.0
Consistency_Coreset,Consistency,Coreset,110,87.0,85.0,87.0,88.0,89.0
Consistency_Coreset,Consistency,Coreset,120,88.0,88.0,87.0,88.0,89.0
Entropy_Coreset,Entropy,Coreset,20,50.0,50.0,50.0,50.0,50.0
Entropy_Coreset,Entropy,Coreset,30,71.0,66.0,68.0,56.99999999999999,76.0
Entropy_Coreset,Entropy,Coreset,40,75.0,75.0,73.0,69.0,76.0
Entropy_Coreset,Entropy,Coreset,50,76.0,78.0,74.0,82.0,79.0
Entropy_Coreset,Entropy,Coreset,60,79.0,81.0,78.0,84.0,83.0
Entropy_Coreset,Entropy,Coreset,70,77.0,78.0,79.0,87.0,82.0
Entropy_Coreset,Entropy,Coreset,80,82.0,80.0,77.0,86.0,85.0
Entropy_Coreset,Entropy,Coreset,90,85.0,85.0,83.0,86.0,84.0
Entropy_Coreset,Entropy,Coreset,100,86.0,85.0,86.0,87.0,88.0
Entropy_Coreset,Entropy,Coreset,110,86.0,86.0,86.0,86.0,89.0
Entropy_Coreset,Entropy,Coreset,120,86.0,87.0,85.0,87.0,88.0
Margin_Coreset,Margin,Coreset,20,66.0,66.0,66.0,66.0,66.0
Margin_Coreset,Margin,Coreset,30,76.0,69.0,71.0,63.0,66.0
Margin_Coreset,Margin,Coreset,40,79.0,83.0,71.0,81.0,73.0
Margin_Coreset,Margin,Coreset,50,79.0,85.0,70.0,80.0,73.0
Margin_Coreset,Margin,Coreset,60,77.0,85.0,73.0,85.0,77.0
Margin_Coreset,Margin,Coreset,70,79.0,90.0,75.0,87.0,85.0
Margin_Coreset,Margin,Coreset,80,86.0,85.0,84.0,85.0,87.0
Margin_Coreset,Margin,Coreset,90,87.0,87.0,88.0,87.0,87.0
Margin_Coreset,Margin,Coreset,100,90.0,90.0,89.0,85.0,88.0
Margin_Coreset,Margin,Coreset,110,87.0,92.0,90.0,86.0,89.0
Margin_Coreset,Margin,Coreset,120,88.0,91.0,88.0,89.0,90.0
BALD_Coreset,BALD,Coreset,20,42.0,42.0,42.0,42.0,42.0
BALD_Coreset,BALD,Coreset,30,79.0,63.0,64.0,73.0,69.0
BALD_Coreset,BALD,Coreset,40,74.0,73.0,74.0,68.0,65.0
BALD_Coreset,BALD,Coreset,50,79.0,72.0,76.0,73.0,78.0
BALD_Coreset,BALD,Coreset,60,85.0,84.0,78.0,83.0,84.0
BALD_Coreset,BALD,Coreset,70,87.0,86.0,80.0,86.0,85.0
BALD_Coreset,BALD,Coreset,80,84.0,89.0,85.0,86.0,86.0
BALD_Coreset,BALD,Coreset,90,92.0,89.0,84.0,85.0,88.0
BALD_Coreset,BALD,Coreset,100,92.0,87.0,86.0,86.0,88.0
BALD_Coreset,BALD,Coreset,110,91.0,91.0,88.0,85.0,89.0
BALD_Coreset,BALD,Coreset,120,92.0,90.0,85.0,85.0,89.0
VAAL_Coreset,VAAL,Coreset,20,49.0,49.0,49.0,49.0,49.0
VAAL_Coreset,VAAL,Coreset,30,56.00000000000001,59.0,47.0,53.0,57.99999999999999
VAAL_Coreset,VAAL,Coreset,40,64.0,63.0,64.0,61.0,64.0
VAAL_Coreset,VAAL,Coreset,50,71.0,69.0,65.0,71.0,77.0
VAAL_Coreset,VAAL,Coreset,60,73.0,75.0,70.0,75.0,76.0
VAAL_Coreset,VAAL,Coreset,70,74.0,77.0,74.0,79.0,78.0
VAAL_Coreset,VAAL,Coreset,80,78.0,81.0,77.0,83.0,80.0
VAAL_Coreset,VAAL,Coreset,90,79.0,82.0,77.0,86.0,84.0
VAAL_Coreset,VAAL,Coreset,100,81.0,82.0,81.0,85.0,84.0
VAAL_Coreset,VAAL,Coreset,110,81.0,85.0,84.0,85.0,87.0
VAAL_Coreset,VAAL,Coreset,120,82.0,84.0,86.0,85.0,86.0
Coreset_Coreset,Coreset,Coreset,20,77.0,77.0,77.0,77.0,77.0
Coreset_Coreset,Coreset,Coreset,30,71.0,77.0,77.0,80.0,83.0
Coreset_Coreset,Coreset,Coreset,40,78.0,80.0,81.0,83.0,86.0
Coreset_Coreset,Coreset,Coreset,50,81.0,80.0,85.0,84.0,83.0
Coreset_Coreset,Coreset,Coreset,60,81.0,84.0,85.0,86.0,83.0
Coreset_Coreset,Coreset,Coreset,70,83.0,86.0,84.0,86.0,85.0
Coreset_Coreset,Coreset,Coreset,80,84.0,88.0,84.0,86.0,85.0
Coreset_Coreset,Coreset,Coreset,90,87.0,88.0,86.0,85.0,88.0
Coreset_Coreset,Coreset,Coreset,100,87.0,89.0,87.0,91.0,90.0
Coreset_Coreset,Coreset,Coreset,110,90.0,89.0,88.0,90.0,90.0
Coreset_Coreset,Coreset,Coreset,120,89.0,92.0,90.0,91.0,91.0
