Method,Init_Method,AL_Method,0,1,2,3,4,5,6,7,8,9,10
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,15.84,20.36,38.55,56.11,59.08,61.96,64.14,63.84,65.03,62.77,63.52
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,15.84,32.44,35.5,44.69,54.0,53.51,51.94,53.97,59.18,58.43,57.7
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,15.84,31.34,38.8,46.2,55.86,63.31,66.62,65.74,65.35,68.47,63.87
Easy-to-Learn_Margin,Easy-to-Learn,Margin,11.8,11.8,11.8,11.8,11.8,22.12,16.1,22.7,27.79,35.29,39.15
Easy-to-Learn_Margin,Easy-to-Learn,Margin,11.8,11.8,11.8,11.8,11.8,22.55,25.81,30.03,32.97,36.28,41.74
Easy-to-Learn_Margin,Easy-to-Learn,Margin,11.8,11.8,11.8,11.8,11.8,31.63,26.14,31.25,33.55,38.18,40.63
Easy-to-Learn_Margin,Easy-to-Learn,Margin,11.8,11.8,11.8,11.8,28.97,24.79,25.22,29.22,30.61,32.28,36.03
Easy-to-Learn_Margin,Easy-to-Learn,Margin,11.8,11.8,11.8,11.8,11.8,28.96,28.73,39.09,44.36,49.53,55.88
Consistency_Margin,Consistency,Margin,32.65,47.13,44.79,48.57,52.49,54.16,55.1,52.03,53.82,50.33,52.63
Consistency_Margin,Consistency,Margin,32.65,45.95,45.52,43.69,58.2,55.52,64.42,62.66,61.96,63.93,65.07
Consistency_Margin,Consistency,Margin,32.65,41.87,47.16,44.92,52.1,52.1,55.01,52.99,49.64,58.15,62.94
Consistency_Margin,Consistency,Margin,32.65,46.49,55.07,54.48,58.22,48.55,48.57,56.45,60.95,58.91,54.12
Consistency_Margin,Consistency,Margin,32.65,52.49,47.51,51.91,56.85,60.11,60.84,62.73,66.5,65.65,61.75
Entropy_Margin,Entropy,Margin,4.92,13.11,25.61,37.65,44.87,54.23,53.72,52.52,53.83,52.05,53.12
Entropy_Margin,Entropy,Margin,4.92,14.82,19.14,25.89,35.13,36.11,33.61,35.7,46.31,56.8,60.24
Entropy_Margin,Entropy,Margin,4.92,11.36,23.64,25.06,31.45,35.39,34.83,37.33,38.43,43.72,45.04
Entropy_Margin,Entropy,Margin,4.92,16.99,15.88,18.57,32.01,36.77,36.07,42.12,56.17,59.51,47.92
Entropy_Margin,Entropy,Margin,4.92,25.1,27.65,29.67,47.34,33.05,43.16,52.53,53.83,54.68,53.66
Margin_Margin,Margin,Margin,32.6,30.13,32.34,47.3,52.05,56.02,49.92,51.02,59.05,60.47,64.65
Margin_Margin,Margin,Margin,32.6,56.63,62.91,61.59,62.42,55.15,58.62,58.69,58.82,60.14,63.94
Margin_Margin,Margin,Margin,32.6,41.92,50.6,51.74,62.91,63.45,61.27,64.29,66.96,66.28,65.43
Margin_Margin,Margin,Margin,32.6,48.68,47.3,64.42,64.29,62.59,63.22,62.02,58.47,60.06,61.62
Margin_Margin,Margin,Margin,32.6,48.22,56.02,65.21,62.88,58.11,63.23,59.01,59.47,57.55,55.77
BALD_Margin,BALD,Margin,5.31,12.45,14.43,14.53,22.76,33.37,37.72,46.23,45.89,53.13,55.07
BALD_Margin,BALD,Margin,5.31,25.93,30.18,43.18,44.92,45.04,49.33,56.03,54.57,53.64,52.66
BALD_Margin,BALD,Margin,5.31,13.87,26.8,21.04,23.79,25.56,28.48,32.27,41.74,58.86,58.01
BALD_Margin,BALD,Margin,5.31,17.08,15.18,17.35,21.74,29.9,27.52,33.87,39.67,45.58,52.55
BALD_Margin,BALD,Margin,5.31,11.56,28.91,39.61,36.42,46.53,46.1,34.61,48.75,55.01,47.99
VAAL_Margin,VAAL,Margin,11.8,20.43,36.48,43.73,54.23,56.09,61.8,56.31,52.58,56.46,54.29
VAAL_Margin,VAAL,Margin,11.8,23.12,33.41,41.57,46.2,62.49,62.91,61.34,61.73,64.51,64.28
VAAL_Margin,VAAL,Margin,11.8,29.58,30.46,39.48,35.49,38.68,40.65,46.84,52.94,53.79,54.12
VAAL_Margin,VAAL,Margin,11.8,24.43,31.2,26.98,49.08,51.81,53.01,55.4,57.97,61.04,63.87
VAAL_Margin,VAAL,Margin,11.8,14.18,29.0,37.05,42.98,53.3,49.55,50.85,50.17,54.01,58.16
Coreset_Margin,Coreset,Margin,24.3,36.49,53.04,42.34,59.47,47.77,47.91,52.4,66.6,67.33,68.96
Coreset_Margin,Coreset,Margin,24.3,35.93,37.95,41.36,47.17,57.37,51.78,60.15,55.75,65.25,67.45
Coreset_Margin,Coreset,Margin,24.3,40.78,43.79,44.67,50.24,46.3,55.56,60.32,61.39,56.96,63.02
Coreset_Margin,Coreset,Margin,24.3,33.38,46.55,37.62,41.14,49.44,52.35,54.55,55.08,56.73,63.08
Coreset_Margin,Coreset,Margin,24.3,43.76,40.63,52.91,54.55,56.87,52.77,58.37,53.77,60.92,63.5
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,38.59,48.77,48.15,47.58,47.51,43.9,45.25,37.92,42.8,43.2,46.56
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,38.59,44.72,44.83,46.52,45.61,43.96,45.85,42.79,44.76,47.21,49.53
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,38.59,42.73,48.34,45.33,38.83,39.92,46.17,50.58,51.06,62.86,57.08
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,38.59,45.42,52.77,48.43,53.82,40.15,48.01,47.83,48.65,53.77,52.31
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,38.59,44.19,42.51,48.09,46.24,48.84,50.22,48.19,42.94,45.4,45.74
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,15.84,19.09,28.69,24.81,29.19,32.31,34.28,32.91,35.81,41.5,40.46
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,15.84,25.71,20.18,19.12,20.17,21.11,21.1,21.52,24.23,29.14,39.03
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,15.84,11.48,18.54,14.16,20.72,22.49,24.67,28.69,31.04,28.04,36.74
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,15.84,20.71,21.92,28.5,25.52,23.69,27.63,24.04,29.28,26.11,34.9
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,15.84,20.63,23.45,38.68,28.87,30.61,37.65,34.01,34.62,38.47,39.14
Easy-to-Learn_BALD,Easy-to-Learn,BALD,11.8,11.8,14.61,18.86,26.31,27.97,29.9,32.6,32.55,39.35,38.26
Easy-to-Learn_BALD,Easy-to-Learn,BALD,11.8,11.8,11.8,27.45,38.65,47.88,43.76,50.31,48.09,50.81,49.97
Easy-to-Learn_BALD,Easy-to-Learn,BALD,11.8,11.8,11.8,32.09,38.5,33.59,33.04,32.16,34.5,37.13,42.62
Easy-to-Learn_BALD,Easy-to-Learn,BALD,11.8,11.8,11.8,24.22,41.16,43.13,38.62,44.83,40.26,43.19,46.31
Easy-to-Learn_BALD,Easy-to-Learn,BALD,11.8,11.8,11.8,28.98,40.47,38.54,40.01,33.87,40.79,40.46,44.86
Consistency_BALD,Consistency,BALD,32.65,42.13,45.42,47.2,53.29,53.41,53.54,49.82,54.0,53.54,57.34
Consistency_BALD,Consistency,BALD,32.65,44.08,47.21,49.47,49.51,52.2,53.52,54.74,52.74,52.06,53.16
Consistency_BALD,Consistency,BALD,32.65,34.22,37.8,42.05,48.05,51.17,52.63,52.84,52.31,49.16,50.45
Consistency_BALD,Consistency,BALD,32.65,41.91,43.79,45.31,42.14,51.06,49.89,52.3,55.0,49.48,49.43
Consistency_BALD,Consistency,BALD,32.65,40.4,35.13,42.34,43.12,44.76,42.27,40.29,43.37,43.82,46.03
Entropy_BALD,Entropy,BALD,4.92,10.0,18.38,16.55,14.87,18.68,28.45,27.76,27.8,24.78,29.03
Entropy_BALD,Entropy,BALD,4.92,9.07,12.72,14.46,15.47,18.22,16.99,19.42,23.87,24.26,31.91
Entropy_BALD,Entropy,BALD,4.92,12.31,17.19,22.77,25.15,28.59,31.35,29.05,34.6,32.56,33.25
Entropy_BALD,Entropy,BALD,4.92,14.22,18.61,20.97,28.16,24.35,27.92,26.85,27.65,27.08,26.67
Entropy_BALD,Entropy,BALD,4.92,6.35,8.73,7.92,16.07,11.71,14.51,16.14,17.51,21.09,25.38
Margin_BALD,Margin,BALD,32.6,31.56,34.67,36.27,46.96,43.83,49.68,49.74,53.06,47.98,52.67
Margin_BALD,Margin,BALD,32.6,39.65,44.39,52.45,45.54,51.34,48.97,57.34,59.53,53.5,53.05
Margin_BALD,Margin,BALD,32.6,34.16,32.67,41.73,46.21,44.46,48.73,49.48,49.54,50.17,50.96
Margin_BALD,Margin,BALD,32.6,35.95,42.99,41.3,39.54,41.46,46.42,42.67,46.55,44.75,46.52
Margin_BALD,Margin,BALD,32.6,32.37,39.43,38.66,45.81,44.46,46.41,45.29,47.88,48.79,47.27
BALD_BALD,BALD,BALD,5.31,19.57,16.95,23.59,30.65,28.29,25.43,30.46,31.88,29.55,26.81
BALD_BALD,BALD,BALD,5.31,12.09,21.27,31.98,31.48,31.8,36.52,28.86,33.54,41.57,36.23
BALD_BALD,BALD,BALD,5.31,14.08,15.47,13.68,18.06,22.31,26.45,28.61,31.31,34.33,34.55
BALD_BALD,BALD,BALD,5.31,14.14,17.4,19.08,17.88,19.99,20.7,23.01,23.73,23.94,25.86
BALD_BALD,BALD,BALD,5.31,15.21,20.61,17.1,19.44,23.57,27.74,29.92,27.1,31.57,34.86
VAAL_BALD,VAAL,BALD,11.8,15.96,21.55,27.92,25.46,26.16,23.68,23.37,23.52,24.19,24.9
VAAL_BALD,VAAL,BALD,11.8,14.16,20.0,30.92,31.11,35.75,35.93,42.17,47.98,51.94,53.9
VAAL_BALD,VAAL,BALD,11.8,24.85,20.7,27.94,28.4,35.63,36.03,35.39,46.85,53.94,49.43
VAAL_BALD,VAAL,BALD,11.8,12.66,31.7,26.66,26.27,28.61,41.85,46.25,48.68,49.12,46.41
VAAL_BALD,VAAL,BALD,11.8,16.42,17.52,32.4,38.75,39.53,43.31,39.3,38.44,35.58,36.64
Coreset_BALD,Coreset,BALD,24.3,34.76,41.3,51.7,46.69,58.93,53.57,62.74,64.65,65.86,55.53
Coreset_BALD,Coreset,BALD,24.3,24.4,24.85,31.62,37.55,33.55,38.31,40.13,43.61,40.92,42.98
Coreset_BALD,Coreset,BALD,24.3,25.03,36.59,41.73,45.1,34.3,41.43,47.42,45.84,46.25,45.47
Coreset_BALD,Coreset,BALD,24.3,21.74,28.26,34.61,34.04,43.7,45.88,43.04,42.49,45.61,45.79
Coreset_BALD,Coreset,BALD,24.3,26.43,31.6,34.35,30.84,37.47,36.85,39.79,42.79,40.7,43.55
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,38.59,36.69,45.63,45.19,46.85,52.3,55.08,55.36,54.22,59.64,56.21
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,38.59,41.89,45.33,38.23,46.14,47.55,49.87,54.67,52.28,53.57,54.75
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,38.59,48.26,52.28,53.02,60.54,66.41,62.45,66.3,67.76,65.67,67.88
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,38.59,53.69,51.6,61.92,62.1,53.12,51.78,53.5,51.64,55.35,53.36
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,38.59,46.48,45.32,46.91,55.56,52.69,51.1,56.74,61.7,60.64,65.56
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,15.84,34.75,41.95,37.16,41.13,46.53,46.45,38.73,40.21,47.35,48.55
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,15.84,24.0,38.77,38.86,42.62,50.01,45.6,49.01,52.97,55.33,47.35
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,15.84,21.16,40.11,41.92,46.7,51.77,53.43,45.35,55.35,57.02,59.32
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,15.84,46.8,48.94,48.34,45.01,44.43,53.26,58.31,56.32,59.53,56.74
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,15.84,22.19,44.74,47.72,52.44,63.61,67.59,66.57,62.73,62.12,63.68
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,11.8,40.21,41.18,36.0,43.11,39.72,31.42,32.4,36.31,41.66,39.25
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,11.8,39.23,50.49,52.14,49.72,49.57,51.43,56.16,58.61,60.84,60.52
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,11.8,16.91,20.93,37.27,51.32,53.65,59.15,53.05,57.21,60.64,60.75
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,11.8,32.09,37.28,43.89,43.4,44.79,41.43,54.35,54.32,54.44,56.94
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,11.8,25.1,36.27,34.43,38.45,35.53,39.3,47.55,45.82,41.92,43.9
Consistency_Coreset,Consistency,Coreset,32.65,38.18,40.58,56.89,54.6,51.96,50.01,58.2,63.2,64.48,61.82
Consistency_Coreset,Consistency,Coreset,32.65,45.1,48.8,43.45,41.74,45.6,43.76,45.24,41.1,47.8,39.37
Consistency_Coreset,Consistency,Coreset,32.65,37.14,32.88,25.45,42.34,53.09,53.2,57.69,53.18,60.86,64.85
Consistency_Coreset,Consistency,Coreset,32.65,36.32,31.41,40.46,52.62,53.09,63.87,59.43,60.84,60.18,59.4
Consistency_Coreset,Consistency,Coreset,32.65,34.92,35.17,53.96,50.72,56.41,63.22,69.39,68.27,69.05,68.93
Entropy_Coreset,Entropy,Coreset,4.92,15.21,21.39,28.47,29.01,32.44,43.4,50.28,52.66,54.82,55.97
Entropy_Coreset,Entropy,Coreset,4.92,7.06,16.82,27.27,45.4,52.3,50.29,55.13,57.12,56.6,55.35
Entropy_Coreset,Entropy,Coreset,4.92,20.6,24.42,28.43,31.84,33.45,38.98,38.8,46.02,49.74,51.92
Entropy_Coreset,Entropy,Coreset,4.92,22.58,37.03,40.92,40.72,44.79,48.62,45.56,44.01,47.16,58.97
Entropy_Coreset,Entropy,Coreset,4.92,17.23,24.62,33.25,46.41,41.99,51.03,49.22,55.64,55.42,62.84
Margin_Coreset,Margin,Coreset,32.6,46.5,47.12,45.25,45.18,48.89,50.78,51.75,40.45,52.81,62.44
Margin_Coreset,Margin,Coreset,32.6,38.55,43.72,47.08,51.21,49.09,65.4,63.57,62.31,66.66,69.39
Margin_Coreset,Margin,Coreset,32.6,33.34,45.86,51.87,49.71,49.09,53.87,56.3,55.29,64.67,65.33
Margin_Coreset,Margin,Coreset,32.6,30.47,46.87,44.92,61.17,58.52,60.46,58.5,58.3,62.02,58.82
Margin_Coreset,Margin,Coreset,32.6,32.09,31.45,37.2,42.19,46.56,43.08,43.33,52.33,53.72,49.03
