Method,Init_Method,AL_Method,Episode,TestAccuracy
Easy-to-Contrast_Random,Easy-to-Contrast,Random,40,93.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,50,94.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,60,94.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,70,95.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,80,95.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,90,95.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,100,94.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,110,95.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,10,81.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,20,88.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,30,89.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,40,89.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,50,89.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,60,88.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,70,89.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,80,92.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,90,93.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,100,93.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,110,96.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,10,81.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,20,87.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,30,91.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,40,89.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,50,93.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,60,94.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,70,94.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,80,95.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,90,94.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,100,95.0
Easy-to-Contrast_Random,Easy-to-Contrast,Random,110,95.0
