Method,Init_Method,AL_Method,Episode,TestAccuracy
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,82.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,60,83.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,70,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,80,89.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,90,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,100,87.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,110,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,10,80.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,20,85.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,81.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,60,79.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,70,82.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,80,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,90,82.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,100,80.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,110,82.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,10,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,20,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,30,70.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,40,73.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,50,76.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,60,80.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,70,81.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,80,84.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,90,81.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,100,86.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,110,86.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,10,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,20,63.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,30,75.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,40,75.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,50,76.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,60,77.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,70,83.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,80,86.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,90,85.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,100,83.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,110,85.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,10,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,20,73.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,30,75.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,40,79.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,50,81.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,60,84.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,70,79.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,80,79.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,90,81.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,100,80.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,110,78.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,10,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,20,61.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,30,57.99999999999999
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,40,67.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,50,68.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,60,69.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,70,76.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,80,75.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,90,77.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,100,77.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,110,85.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,10,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,20,59.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,30,63.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,40,70.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,50,73.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,60,73.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,70,76.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,80,82.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,90,84.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,100,83.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,110,81.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,10,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,20,40.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,30,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,40,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,50,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,60,57.99999999999999
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,70,67.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,80,66.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,90,71.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,100,74.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,110,73.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,10,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,20,40.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,30,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,40,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,50,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,60,60.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,70,62.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,80,65.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,90,67.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,100,72.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,110,74.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,10,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,20,40.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,30,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,40,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,50,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,60,56.99999999999999
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,70,56.00000000000001
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,80,69.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,90,68.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,100,73.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,110,75.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,10,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,20,40.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,30,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,40,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,50,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,60,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,70,52.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,80,65.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,90,69.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,100,72.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,110,72.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,10,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,20,40.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,30,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,40,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,50,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,60,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,70,53.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,80,65.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,90,75.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,100,72.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,110,82.0
Consistency_Entropy,Consistency,Entropy,10,66.0
Consistency_Entropy,Consistency,Entropy,20,73.0
Consistency_Entropy,Consistency,Entropy,30,77.0
Consistency_Entropy,Consistency,Entropy,40,77.0
Consistency_Entropy,Consistency,Entropy,50,73.0
Consistency_Entropy,Consistency,Entropy,60,76.0
Consistency_Entropy,Consistency,Entropy,70,76.0
Consistency_Entropy,Consistency,Entropy,80,73.0
Consistency_Entropy,Consistency,Entropy,90,72.0
Consistency_Entropy,Consistency,Entropy,100,71.0
Consistency_Entropy,Consistency,Entropy,110,77.0
Consistency_Entropy,Consistency,Entropy,10,66.0
Consistency_Entropy,Consistency,Entropy,20,68.0
Consistency_Entropy,Consistency,Entropy,30,73.0
Consistency_Entropy,Consistency,Entropy,40,66.0
Consistency_Entropy,Consistency,Entropy,50,76.0
Consistency_Entropy,Consistency,Entropy,60,80.0
Consistency_Entropy,Consistency,Entropy,70,76.0
Consistency_Entropy,Consistency,Entropy,80,69.0
Consistency_Entropy,Consistency,Entropy,90,73.0
Consistency_Entropy,Consistency,Entropy,100,69.0
Consistency_Entropy,Consistency,Entropy,110,70.0
Consistency_Entropy,Consistency,Entropy,10,66.0
Consistency_Entropy,Consistency,Entropy,20,67.0
Consistency_Entropy,Consistency,Entropy,30,70.0
Consistency_Entropy,Consistency,Entropy,40,74.0
Consistency_Entropy,Consistency,Entropy,50,82.0
Consistency_Entropy,Consistency,Entropy,60,78.0
Consistency_Entropy,Consistency,Entropy,70,83.0
Consistency_Entropy,Consistency,Entropy,80,87.0
Consistency_Entropy,Consistency,Entropy,90,87.0
Consistency_Entropy,Consistency,Entropy,100,87.0
Consistency_Entropy,Consistency,Entropy,110,90.0
Consistency_Entropy,Consistency,Entropy,10,66.0
Consistency_Entropy,Consistency,Entropy,20,77.0
Consistency_Entropy,Consistency,Entropy,30,76.0
Consistency_Entropy,Consistency,Entropy,40,69.0
Consistency_Entropy,Consistency,Entropy,50,77.0
Consistency_Entropy,Consistency,Entropy,60,73.0
Consistency_Entropy,Consistency,Entropy,70,77.0
Consistency_Entropy,Consistency,Entropy,80,80.0
Consistency_Entropy,Consistency,Entropy,90,78.0
Consistency_Entropy,Consistency,Entropy,100,80.0
Consistency_Entropy,Consistency,Entropy,110,85.0
Consistency_Entropy,Consistency,Entropy,10,66.0
Consistency_Entropy,Consistency,Entropy,20,65.0
Consistency_Entropy,Consistency,Entropy,30,77.0
Consistency_Entropy,Consistency,Entropy,40,73.0
Consistency_Entropy,Consistency,Entropy,50,71.0
Consistency_Entropy,Consistency,Entropy,60,79.0
Consistency_Entropy,Consistency,Entropy,70,79.0
Consistency_Entropy,Consistency,Entropy,80,81.0
Consistency_Entropy,Consistency,Entropy,90,80.0
Consistency_Entropy,Consistency,Entropy,100,80.0
Consistency_Entropy,Consistency,Entropy,110,82.0
Entropy_Entropy,Entropy,Entropy,10,51.0
Entropy_Entropy,Entropy,Entropy,20,51.0
Entropy_Entropy,Entropy,Entropy,30,64.0
Entropy_Entropy,Entropy,Entropy,40,66.0
Entropy_Entropy,Entropy,Entropy,50,70.0
Entropy_Entropy,Entropy,Entropy,60,69.0
Entropy_Entropy,Entropy,Entropy,70,72.0
Entropy_Entropy,Entropy,Entropy,80,72.0
Entropy_Entropy,Entropy,Entropy,90,80.0
Entropy_Entropy,Entropy,Entropy,100,81.0
Entropy_Entropy,Entropy,Entropy,110,80.0
Entropy_Entropy,Entropy,Entropy,10,51.0
Entropy_Entropy,Entropy,Entropy,20,50.0
Entropy_Entropy,Entropy,Entropy,30,56.99999999999999
Entropy_Entropy,Entropy,Entropy,40,70.0
Entropy_Entropy,Entropy,Entropy,50,71.0
Entropy_Entropy,Entropy,Entropy,60,70.0
Entropy_Entropy,Entropy,Entropy,70,72.0
Entropy_Entropy,Entropy,Entropy,80,74.0
Entropy_Entropy,Entropy,Entropy,90,76.0
Entropy_Entropy,Entropy,Entropy,100,77.0
Entropy_Entropy,Entropy,Entropy,110,76.0
Entropy_Entropy,Entropy,Entropy,10,51.0
Entropy_Entropy,Entropy,Entropy,20,52.0
Entropy_Entropy,Entropy,Entropy,30,59.0
Entropy_Entropy,Entropy,Entropy,40,67.0
Entropy_Entropy,Entropy,Entropy,50,67.0
Entropy_Entropy,Entropy,Entropy,60,73.0
Entropy_Entropy,Entropy,Entropy,70,78.0
Entropy_Entropy,Entropy,Entropy,80,80.0
Entropy_Entropy,Entropy,Entropy,90,81.0
Entropy_Entropy,Entropy,Entropy,100,83.0
Entropy_Entropy,Entropy,Entropy,110,80.0
Entropy_Entropy,Entropy,Entropy,10,51.0
Entropy_Entropy,Entropy,Entropy,20,55.00000000000001
Entropy_Entropy,Entropy,Entropy,30,50.0
Entropy_Entropy,Entropy,Entropy,40,62.0
Entropy_Entropy,Entropy,Entropy,50,63.0
Entropy_Entropy,Entropy,Entropy,60,66.0
Entropy_Entropy,Entropy,Entropy,70,69.0
Entropy_Entropy,Entropy,Entropy,80,71.0
Entropy_Entropy,Entropy,Entropy,90,68.0
Entropy_Entropy,Entropy,Entropy,100,74.0
Entropy_Entropy,Entropy,Entropy,110,75.0
Entropy_Entropy,Entropy,Entropy,10,51.0
Entropy_Entropy,Entropy,Entropy,20,55.00000000000001
Entropy_Entropy,Entropy,Entropy,30,56.99999999999999
Entropy_Entropy,Entropy,Entropy,40,54.0
Entropy_Entropy,Entropy,Entropy,50,56.99999999999999
Entropy_Entropy,Entropy,Entropy,60,59.0
Entropy_Entropy,Entropy,Entropy,70,57.99999999999999
Entropy_Entropy,Entropy,Entropy,80,61.0
Entropy_Entropy,Entropy,Entropy,90,60.0
Entropy_Entropy,Entropy,Entropy,100,63.0
Entropy_Entropy,Entropy,Entropy,110,64.0
Margin_Entropy,Margin,Entropy,10,67.0
Margin_Entropy,Margin,Entropy,20,71.0
Margin_Entropy,Margin,Entropy,30,77.0
Margin_Entropy,Margin,Entropy,40,74.0
Margin_Entropy,Margin,Entropy,50,75.0
Margin_Entropy,Margin,Entropy,60,74.0
Margin_Entropy,Margin,Entropy,70,74.0
Margin_Entropy,Margin,Entropy,80,77.0
Margin_Entropy,Margin,Entropy,90,77.0
Margin_Entropy,Margin,Entropy,100,77.0
Margin_Entropy,Margin,Entropy,110,75.0
Margin_Entropy,Margin,Entropy,10,67.0
Margin_Entropy,Margin,Entropy,20,74.0
Margin_Entropy,Margin,Entropy,30,78.0
Margin_Entropy,Margin,Entropy,40,74.0
Margin_Entropy,Margin,Entropy,50,80.0
Margin_Entropy,Margin,Entropy,60,83.0
Margin_Entropy,Margin,Entropy,70,83.0
Margin_Entropy,Margin,Entropy,80,79.0
Margin_Entropy,Margin,Entropy,90,80.0
Margin_Entropy,Margin,Entropy,100,83.0
Margin_Entropy,Margin,Entropy,110,79.0
Margin_Entropy,Margin,Entropy,10,67.0
Margin_Entropy,Margin,Entropy,20,73.0
Margin_Entropy,Margin,Entropy,30,72.0
Margin_Entropy,Margin,Entropy,40,73.0
Margin_Entropy,Margin,Entropy,50,74.0
Margin_Entropy,Margin,Entropy,60,71.0
Margin_Entropy,Margin,Entropy,70,71.0
Margin_Entropy,Margin,Entropy,80,71.0
Margin_Entropy,Margin,Entropy,90,73.0
Margin_Entropy,Margin,Entropy,100,66.0
Margin_Entropy,Margin,Entropy,110,72.0
Margin_Entropy,Margin,Entropy,10,67.0
Margin_Entropy,Margin,Entropy,20,69.0
Margin_Entropy,Margin,Entropy,30,74.0
Margin_Entropy,Margin,Entropy,40,72.0
Margin_Entropy,Margin,Entropy,50,73.0
Margin_Entropy,Margin,Entropy,60,72.0
Margin_Entropy,Margin,Entropy,70,75.0
Margin_Entropy,Margin,Entropy,80,77.0
Margin_Entropy,Margin,Entropy,90,77.0
Margin_Entropy,Margin,Entropy,100,80.0
Margin_Entropy,Margin,Entropy,110,79.0
Margin_Entropy,Margin,Entropy,10,67.0
Margin_Entropy,Margin,Entropy,20,69.0
Margin_Entropy,Margin,Entropy,30,73.0
Margin_Entropy,Margin,Entropy,40,72.0
Margin_Entropy,Margin,Entropy,50,79.0
Margin_Entropy,Margin,Entropy,60,78.0
Margin_Entropy,Margin,Entropy,70,75.0
Margin_Entropy,Margin,Entropy,80,79.0
Margin_Entropy,Margin,Entropy,90,83.0
Margin_Entropy,Margin,Entropy,100,82.0
Margin_Entropy,Margin,Entropy,110,84.0
BALD_Entropy,BALD,Entropy,10,43.0
BALD_Entropy,BALD,Entropy,20,55.00000000000001
BALD_Entropy,BALD,Entropy,30,51.0
BALD_Entropy,BALD,Entropy,40,51.0
BALD_Entropy,BALD,Entropy,50,55.00000000000001
BALD_Entropy,BALD,Entropy,60,56.00000000000001
BALD_Entropy,BALD,Entropy,70,66.0
BALD_Entropy,BALD,Entropy,80,57.99999999999999
BALD_Entropy,BALD,Entropy,90,59.0
BALD_Entropy,BALD,Entropy,100,64.0
BALD_Entropy,BALD,Entropy,110,63.0
BALD_Entropy,BALD,Entropy,10,43.0
BALD_Entropy,BALD,Entropy,20,43.0
BALD_Entropy,BALD,Entropy,30,45.0
BALD_Entropy,BALD,Entropy,40,48.0
BALD_Entropy,BALD,Entropy,50,54.0
BALD_Entropy,BALD,Entropy,60,59.0
BALD_Entropy,BALD,Entropy,70,62.0
BALD_Entropy,BALD,Entropy,80,60.0
BALD_Entropy,BALD,Entropy,90,64.0
BALD_Entropy,BALD,Entropy,100,63.0
BALD_Entropy,BALD,Entropy,110,62.0
BALD_Entropy,BALD,Entropy,10,43.0
BALD_Entropy,BALD,Entropy,20,42.0
BALD_Entropy,BALD,Entropy,30,48.0
BALD_Entropy,BALD,Entropy,40,49.0
BALD_Entropy,BALD,Entropy,50,55.00000000000001
BALD_Entropy,BALD,Entropy,60,56.99999999999999
BALD_Entropy,BALD,Entropy,70,55.00000000000001
BALD_Entropy,BALD,Entropy,80,57.99999999999999
BALD_Entropy,BALD,Entropy,90,64.0
BALD_Entropy,BALD,Entropy,100,64.0
BALD_Entropy,BALD,Entropy,110,75.0
BALD_Entropy,BALD,Entropy,10,43.0
BALD_Entropy,BALD,Entropy,20,54.0
BALD_Entropy,BALD,Entropy,30,52.0
BALD_Entropy,BALD,Entropy,40,56.00000000000001
BALD_Entropy,BALD,Entropy,50,66.0
BALD_Entropy,BALD,Entropy,60,57.99999999999999
BALD_Entropy,BALD,Entropy,70,69.0
BALD_Entropy,BALD,Entropy,80,71.0
BALD_Entropy,BALD,Entropy,90,69.0
BALD_Entropy,BALD,Entropy,100,69.0
BALD_Entropy,BALD,Entropy,110,73.0
BALD_Entropy,BALD,Entropy,10,43.0
BALD_Entropy,BALD,Entropy,20,48.0
BALD_Entropy,BALD,Entropy,30,60.0
BALD_Entropy,BALD,Entropy,40,68.0
BALD_Entropy,BALD,Entropy,50,67.0
BALD_Entropy,BALD,Entropy,60,65.0
BALD_Entropy,BALD,Entropy,70,64.0
BALD_Entropy,BALD,Entropy,80,67.0
BALD_Entropy,BALD,Entropy,90,71.0
BALD_Entropy,BALD,Entropy,100,67.0
BALD_Entropy,BALD,Entropy,110,71.0
VAAL_Entropy,VAAL,Entropy,10,49.0
VAAL_Entropy,VAAL,Entropy,20,56.99999999999999
VAAL_Entropy,VAAL,Entropy,30,60.0
VAAL_Entropy,VAAL,Entropy,40,64.0
VAAL_Entropy,VAAL,Entropy,50,68.0
VAAL_Entropy,VAAL,Entropy,60,67.0
VAAL_Entropy,VAAL,Entropy,70,70.0
VAAL_Entropy,VAAL,Entropy,80,75.0
VAAL_Entropy,VAAL,Entropy,90,76.0
VAAL_Entropy,VAAL,Entropy,100,72.0
VAAL_Entropy,VAAL,Entropy,110,73.0
VAAL_Entropy,VAAL,Entropy,10,49.0
VAAL_Entropy,VAAL,Entropy,20,61.0
VAAL_Entropy,VAAL,Entropy,30,63.0
VAAL_Entropy,VAAL,Entropy,40,73.0
VAAL_Entropy,VAAL,Entropy,50,68.0
VAAL_Entropy,VAAL,Entropy,60,69.0
VAAL_Entropy,VAAL,Entropy,70,73.0
VAAL_Entropy,VAAL,Entropy,80,72.0
VAAL_Entropy,VAAL,Entropy,90,78.0
VAAL_Entropy,VAAL,Entropy,100,75.0
VAAL_Entropy,VAAL,Entropy,110,82.0
VAAL_Entropy,VAAL,Entropy,10,49.0
VAAL_Entropy,VAAL,Entropy,20,51.0
VAAL_Entropy,VAAL,Entropy,30,71.0
VAAL_Entropy,VAAL,Entropy,40,76.0
VAAL_Entropy,VAAL,Entropy,50,74.0
VAAL_Entropy,VAAL,Entropy,60,74.0
VAAL_Entropy,VAAL,Entropy,70,72.0
VAAL_Entropy,VAAL,Entropy,80,75.0
VAAL_Entropy,VAAL,Entropy,90,73.0
VAAL_Entropy,VAAL,Entropy,100,81.0
VAAL_Entropy,VAAL,Entropy,110,82.0
VAAL_Entropy,VAAL,Entropy,10,49.0
VAAL_Entropy,VAAL,Entropy,20,56.99999999999999
VAAL_Entropy,VAAL,Entropy,30,56.00000000000001
VAAL_Entropy,VAAL,Entropy,40,51.0
VAAL_Entropy,VAAL,Entropy,50,57.99999999999999
VAAL_Entropy,VAAL,Entropy,60,56.99999999999999
VAAL_Entropy,VAAL,Entropy,70,60.0
VAAL_Entropy,VAAL,Entropy,80,75.0
VAAL_Entropy,VAAL,Entropy,90,73.0
VAAL_Entropy,VAAL,Entropy,100,75.0
VAAL_Entropy,VAAL,Entropy,110,77.0
VAAL_Entropy,VAAL,Entropy,10,49.0
VAAL_Entropy,VAAL,Entropy,20,56.99999999999999
VAAL_Entropy,VAAL,Entropy,30,60.0
VAAL_Entropy,VAAL,Entropy,40,62.0
VAAL_Entropy,VAAL,Entropy,50,59.0
VAAL_Entropy,VAAL,Entropy,60,61.0
VAAL_Entropy,VAAL,Entropy,70,70.0
VAAL_Entropy,VAAL,Entropy,80,76.0
VAAL_Entropy,VAAL,Entropy,90,76.0
VAAL_Entropy,VAAL,Entropy,100,81.0
VAAL_Entropy,VAAL,Entropy,110,82.0
Coreset_Entropy,Coreset,Entropy,10,66.0
Coreset_Entropy,Coreset,Entropy,20,64.0
Coreset_Entropy,Coreset,Entropy,30,67.0
Coreset_Entropy,Coreset,Entropy,40,63.0
Coreset_Entropy,Coreset,Entropy,50,68.0
Coreset_Entropy,Coreset,Entropy,60,67.0
Coreset_Entropy,Coreset,Entropy,70,75.0
Coreset_Entropy,Coreset,Entropy,80,79.0
Coreset_Entropy,Coreset,Entropy,90,80.0
Coreset_Entropy,Coreset,Entropy,100,83.0
Coreset_Entropy,Coreset,Entropy,110,86.0
Coreset_Entropy,Coreset,Entropy,10,66.0
Coreset_Entropy,Coreset,Entropy,20,71.0
Coreset_Entropy,Coreset,Entropy,30,70.0
Coreset_Entropy,Coreset,Entropy,40,76.0
Coreset_Entropy,Coreset,Entropy,50,77.0
Coreset_Entropy,Coreset,Entropy,60,72.0
Coreset_Entropy,Coreset,Entropy,70,77.0
Coreset_Entropy,Coreset,Entropy,80,80.0
Coreset_Entropy,Coreset,Entropy,90,82.0
Coreset_Entropy,Coreset,Entropy,100,86.0
Coreset_Entropy,Coreset,Entropy,110,83.0
Coreset_Entropy,Coreset,Entropy,10,66.0
Coreset_Entropy,Coreset,Entropy,20,70.0
Coreset_Entropy,Coreset,Entropy,30,78.0
Coreset_Entropy,Coreset,Entropy,40,83.0
Coreset_Entropy,Coreset,Entropy,50,88.0
Coreset_Entropy,Coreset,Entropy,60,86.0
Coreset_Entropy,Coreset,Entropy,70,84.0
Coreset_Entropy,Coreset,Entropy,80,83.0
Coreset_Entropy,Coreset,Entropy,90,83.0
Coreset_Entropy,Coreset,Entropy,100,87.0
Coreset_Entropy,Coreset,Entropy,110,86.0
Coreset_Entropy,Coreset,Entropy,10,66.0
Coreset_Entropy,Coreset,Entropy,20,69.0
Coreset_Entropy,Coreset,Entropy,30,70.0
Coreset_Entropy,Coreset,Entropy,40,70.0
Coreset_Entropy,Coreset,Entropy,50,73.0
Coreset_Entropy,Coreset,Entropy,60,77.0
Coreset_Entropy,Coreset,Entropy,70,83.0
Coreset_Entropy,Coreset,Entropy,80,85.0
Coreset_Entropy,Coreset,Entropy,90,84.0
Coreset_Entropy,Coreset,Entropy,100,80.0
Coreset_Entropy,Coreset,Entropy,110,88.0
Coreset_Entropy,Coreset,Entropy,10,66.0
Coreset_Entropy,Coreset,Entropy,20,69.0
Coreset_Entropy,Coreset,Entropy,30,70.0
Coreset_Entropy,Coreset,Entropy,40,67.0
Coreset_Entropy,Coreset,Entropy,50,79.0
Coreset_Entropy,Coreset,Entropy,60,76.0
Coreset_Entropy,Coreset,Entropy,70,82.0
Coreset_Entropy,Coreset,Entropy,80,84.0
Coreset_Entropy,Coreset,Entropy,90,82.0
Coreset_Entropy,Coreset,Entropy,100,78.0
Coreset_Entropy,Coreset,Entropy,110,82.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,10,80.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,20,85.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,30,83.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,40,85.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,50,84.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,60,86.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,70,85.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,80,83.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,90,85.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,100,87.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,110,89.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,10,80.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,20,82.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,30,83.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,40,88.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,50,87.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,60,88.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,70,89.0
