Method,Init_Method,AL_Method,0,1,2,3,4,5,6,7,8,9,10
Consistency_Coreset,Consistency,Coreset,70.0,77.0,82.0,83.0,87.0,86.0,87.0,88.0,88.0,89.0,90.0
Entropy_Coreset,Entropy,Coreset,56.00000000000001,72.0,68.0,74.0,79.0,83.0,84.0,85.0,85.0,85.0,86.0
Entropy_Coreset,Entropy,Coreset,56.00000000000001,69.0,73.0,81.0,80.0,84.0,85.0,84.0,86.0,87.0,87.0
Entropy_Coreset,Entropy,Coreset,56.00000000000001,62.0,67.0,72.0,74.0,77.0,77.0,78.0,83.0,83.0,85.0
Entropy_Coreset,Entropy,Coreset,56.00000000000001,67.0,73.0,74.0,76.0,82.0,83.0,85.0,84.0,85.0,86.0
Entropy_Coreset,Entropy,Coreset,56.00000000000001,71.0,79.0,80.0,80.0,83.0,84.0,84.0,85.0,88.0,88.0
Margin_Coreset,Margin,Coreset,56.00000000000001,74.0,71.0,77.0,82.0,83.0,86.0,88.0,90.0,89.0,90.0
Margin_Coreset,Margin,Coreset,56.00000000000001,73.0,78.0,83.0,86.0,87.0,88.0,89.0,89.0,89.0,90.0
Margin_Coreset,Margin,Coreset,56.00000000000001,75.0,77.0,80.0,83.0,88.0,88.0,89.0,91.0,91.0,91.0
Margin_Coreset,Margin,Coreset,56.00000000000001,75.0,81.0,81.0,81.0,82.0,85.0,87.0,87.0,88.0,89.0
Margin_Coreset,Margin,Coreset,56.00000000000001,72.0,77.0,83.0,85.0,87.0,88.0,89.0,89.0,90.0,89.0
BALD_Coreset,BALD,Coreset,56.00000000000001,62.0,75.0,80.0,82.0,83.0,85.0,86.0,87.0,86.0,88.0
BALD_Coreset,BALD,Coreset,56.00000000000001,64.0,76.0,78.0,81.0,81.0,83.0,85.0,87.0,87.0,87.0
BALD_Coreset,BALD,Coreset,56.00000000000001,71.0,72.0,78.0,85.0,86.0,88.0,88.0,89.0,88.0,89.0
BALD_Coreset,BALD,Coreset,56.00000000000001,76.0,76.0,84.0,85.0,84.0,85.0,86.0,85.0,86.0,87.0
BALD_Coreset,BALD,Coreset,56.00000000000001,65.0,75.0,78.0,81.0,84.0,84.0,83.0,84.0,86.0,88.0
VAAL_Coreset,VAAL,Coreset,56.99999999999999,65.0,69.0,76.0,80.0,83.0,81.0,82.0,83.0,83.0,84.0
VAAL_Coreset,VAAL,Coreset,56.99999999999999,70.0,71.0,78.0,80.0,79.0,80.0,83.0,83.0,83.0,84.0
VAAL_Coreset,VAAL,Coreset,56.99999999999999,56.00000000000001,62.0,71.0,76.0,78.0,79.0,80.0,80.0,80.0,87.0
VAAL_Coreset,VAAL,Coreset,56.99999999999999,70.0,77.0,81.0,82.0,83.0,85.0,86.0,88.0,89.0,89.0
VAAL_Coreset,VAAL,Coreset,56.99999999999999,61.0,66.0,75.0,82.0,85.0,86.0,87.0,86.0,88.0,87.0
Coreset_Coreset,Coreset,Coreset,63.0,65.0,68.0,71.0,75.0,83.0,85.0,87.0,88.0,88.0,88.0
Coreset_Coreset,Coreset,Coreset,63.0,69.0,73.0,71.0,76.0,74.0,83.0,84.0,86.0,87.0,88.0
Coreset_Coreset,Coreset,Coreset,63.0,69.0,71.0,73.0,70.0,71.0,74.0,76.0,76.0,84.0,86.0
Coreset_Coreset,Coreset,Coreset,63.0,69.0,65.0,69.0,71.0,75.0,74.0,75.0,78.0,79.0,78.0
Coreset_Coreset,Coreset,Coreset,63.0,61.0,71.0,76.0,77.0,77.0,78.0,86.0,86.0,87.0,88.0
