Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
BALD_Random,BALD,Random,100,84.0,87.0,77.0,82.0,85.0
BALD_Random,BALD,Random,110,83.0,85.0,77.0,83.0,83.0
BALD_Random,BALD,Random,120,86.0,86.0,83.0,85.0,82.0
VAAL_Random,VAAL,Random,20,49.0,49.0,49.0,49.0,49.0
VAAL_Random,VAAL,Random,30,60.0,62.0,64.0,73.0,59.0
VAAL_Random,VAAL,Random,40,66.0,71.0,75.0,75.0,68.0
VAAL_Random,VAAL,Random,50,80.0,71.0,77.0,78.0,68.0
VAAL_Random,VAAL,Random,60,83.0,79.0,80.0,77.0,73.0
VAAL_Random,VAAL,Random,70,81.0,78.0,79.0,80.0,72.0
VAAL_Random,VAAL,Random,80,82.0,81.0,83.0,79.0,80.0
VAAL_Random,VAAL,Random,90,83.0,81.0,82.0,79.0,82.0
VAAL_Random,VAAL,Random,100,83.0,85.0,83.0,78.0,83.0
VAAL_Random,VAAL,Random,110,82.0,84.0,83.0,76.0,85.0
VAAL_Random,VAAL,Random,120,82.0,83.0,82.0,75.0,85.0
Coreset_Random,Coreset,Random,20,66.0,66.0,66.0,66.0,66.0
Coreset_Random,Coreset,Random,30,75.0,75.0,73.0,71.0,77.0
Coreset_Random,Coreset,Random,40,80.0,78.0,79.0,72.0,73.0
Coreset_Random,Coreset,Random,50,79.0,79.0,84.0,78.0,75.0
Coreset_Random,Coreset,Random,60,81.0,80.0,83.0,78.0,82.0
Coreset_Random,Coreset,Random,70,79.0,85.0,83.0,84.0,84.0
Coreset_Random,Coreset,Random,80,83.0,81.0,84.0,88.0,82.0
Coreset_Random,Coreset,Random,90,84.0,80.0,85.0,87.0,84.0
Coreset_Random,Coreset,Random,100,83.0,84.0,88.0,89.0,83.0
Coreset_Random,Coreset,Random,110,89.0,84.0,87.0,86.0,85.0
Coreset_Random,Coreset,Random,120,87.0,86.0,87.0,86.0,87.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,20,80.0,80.0,80.0,80.0,80.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,86.0,85.0,85.0,79.0,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,89.0,86.0,84.0,81.0,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,85.0,87.0,84.0,83.0,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,60,83.0,85.0,81.0,84.0,82.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,70,86.0,87.0,79.0,88.0,83.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,80,78.0,83.0,82.0,85.0,84.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,90,87.0,78.0,84.0,89.0,89.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,100,86.0,81.0,82.0,83.0,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,110,79.0,83.0,80.0,90.0,87.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,120,83.0,86.0,82.0,87.0,88.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,20,66.0,66.0,66.0,66.0,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,30,61.0,73.0,63.0,59.0,66.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,40,57.99999999999999,75.0,75.0,63.0,70.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,50,67.0,79.0,75.0,70.0,73.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,60,68.0,81.0,76.0,73.0,76.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,70,69.0,84.0,77.0,73.0,80.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,80,76.0,79.0,83.0,76.0,81.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,90,75.0,79.0,86.0,82.0,84.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,100,77.0,81.0,85.0,84.0,81.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,110,77.0,80.0,83.0,83.0,86.0
Easy-to-Contrast_Entropy,Easy-to-Contrast,Entropy,120,85.0,78.0,85.0,81.0,86.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,20,41.0,41.0,41.0,41.0,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,30,40.0,40.0,40.0,40.0,40.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,40,41.0,41.0,41.0,41.0,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,50,41.0,41.0,41.0,41.0,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,60,41.0,41.0,41.0,41.0,41.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,70,60.0,41.0,41.0,56.99999999999999,57.99999999999999
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,80,62.0,53.0,52.0,56.00000000000001,67.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,90,65.0,65.0,65.0,69.0,66.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,100,67.0,75.0,69.0,68.0,71.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,110,72.0,72.0,72.0,73.0,74.0
Easy-to-Learn_Entropy,Easy-to-Learn,Entropy,120,74.0,82.0,72.0,75.0,73.0
Consistency_Entropy,Consistency,Entropy,20,66.0,66.0,66.0,66.0,66.0
Consistency_Entropy,Consistency,Entropy,30,73.0,77.0,65.0,68.0,67.0
Consistency_Entropy,Consistency,Entropy,40,77.0,76.0,77.0,73.0,70.0
Consistency_Entropy,Consistency,Entropy,50,77.0,69.0,73.0,66.0,74.0
Consistency_Entropy,Consistency,Entropy,60,73.0,77.0,71.0,76.0,82.0
Consistency_Entropy,Consistency,Entropy,70,76.0,73.0,79.0,80.0,78.0
Consistency_Entropy,Consistency,Entropy,80,76.0,77.0,79.0,76.0,83.0
Consistency_Entropy,Consistency,Entropy,90,73.0,80.0,81.0,69.0,87.0
Consistency_Entropy,Consistency,Entropy,100,72.0,78.0,80.0,73.0,87.0
Consistency_Entropy,Consistency,Entropy,110,71.0,80.0,80.0,69.0,87.0
Consistency_Entropy,Consistency,Entropy,120,77.0,85.0,82.0,70.0,90.0
Entropy_Entropy,Entropy,Entropy,20,51.0,51.0,51.0,51.0,51.0
