Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
BALD_Entropy,BALD,Entropy,100,81.0,89.0,87.0,85.0,84.0
BALD_Entropy,BALD,Entropy,110,80.0,89.0,88.0,87.0,90.0
BALD_Entropy,BALD,Entropy,120,82.0,90.0,89.0,88.0,90.0
VAAL_Entropy,VAAL,Entropy,20,56.99999999999999,56.99999999999999,56.99999999999999,56.99999999999999,56.99999999999999
VAAL_Entropy,VAAL,Entropy,30,73.0,62.0,66.0,69.0,65.0
VAAL_Entropy,VAAL,Entropy,40,74.0,59.0,71.0,71.0,75.0
VAAL_Entropy,VAAL,Entropy,50,72.0,61.0,74.0,71.0,78.0
VAAL_Entropy,VAAL,Entropy,60,75.0,66.0,82.0,75.0,76.0
VAAL_Entropy,VAAL,Entropy,70,75.0,66.0,81.0,82.0,78.0
VAAL_Entropy,VAAL,Entropy,80,79.0,76.0,82.0,83.0,78.0
VAAL_Entropy,VAAL,Entropy,90,79.0,78.0,84.0,84.0,80.0
VAAL_Entropy,VAAL,Entropy,100,81.0,81.0,89.0,87.0,82.0
VAAL_Entropy,VAAL,Entropy,110,82.0,81.0,90.0,88.0,82.0
VAAL_Entropy,VAAL,Entropy,120,83.0,81.0,91.0,88.0,84.0
Coreset_Entropy,Coreset,Entropy,20,61.0,61.0,61.0,61.0,61.0
Coreset_Entropy,Coreset,Entropy,30,65.0,70.0,67.0,62.0,66.0
Coreset_Entropy,Coreset,Entropy,40,65.0,68.0,69.0,68.0,63.0
Coreset_Entropy,Coreset,Entropy,50,67.0,66.0,70.0,68.0,66.0
Coreset_Entropy,Coreset,Entropy,60,71.0,75.0,74.0,74.0,67.0
Coreset_Entropy,Coreset,Entropy,70,82.0,78.0,69.0,78.0,73.0
Coreset_Entropy,Coreset,Entropy,80,84.0,80.0,77.0,78.0,81.0
Coreset_Entropy,Coreset,Entropy,90,83.0,79.0,74.0,80.0,83.0
Coreset_Entropy,Coreset,Entropy,100,83.0,82.0,77.0,83.0,85.0
Coreset_Entropy,Coreset,Entropy,110,84.0,83.0,79.0,83.0,83.0
Coreset_Entropy,Coreset,Entropy,120,81.0,85.0,79.0,86.0,86.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,20,79.0,79.0,79.0,79.0,79.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,30,84.0,83.0,81.0,84.0,82.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,40,87.0,87.0,83.0,88.0,83.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,50,89.0,87.0,84.0,89.0,87.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,60,91.0,87.0,87.0,90.0,89.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,70,89.0,89.0,88.0,92.0,90.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,80,90.0,89.0,90.0,91.0,91.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,90,91.0,90.0,91.0,93.0,92.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,100,91.0,90.0,91.0,94.0,91.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,110,92.0,91.0,91.0,93.0,93.0
Hard-to-Contrast_Margin,Hard-to-Contrast,Margin,120,93.0,91.0,91.0,93.0,93.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,20,69.0,69.0,69.0,69.0,69.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,30,74.0,74.0,71.0,71.0,73.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,40,76.0,78.0,76.0,70.0,83.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,50,86.0,86.0,77.0,80.0,85.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,60,86.0,88.0,79.0,84.0,85.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,70,86.0,89.0,81.0,85.0,85.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,80,87.0,90.0,84.0,87.0,88.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,90,89.0,91.0,88.0,90.0,90.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,100,90.0,92.0,90.0,92.0,92.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,110,91.0,92.0,90.0,91.0,92.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,120,91.0,92.0,92.0,92.0,92.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,20,44.0,44.0,44.0,44.0,44.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,30,57.99999999999999,62.0,56.99999999999999,63.0,59.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,40,64.0,69.0,74.0,68.0,68.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,50,73.0,72.0,75.0,74.0,71.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,60,76.0,81.0,82.0,76.0,79.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,70,80.0,83.0,82.0,79.0,86.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,80,78.0,84.0,81.0,80.0,85.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,90,80.0,85.0,84.0,81.0,87.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,100,80.0,84.0,86.0,87.0,89.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,110,85.0,87.0,88.0,91.0,90.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,120,86.0,88.0,89.0,90.0,90.0
Consistency_Margin,Consistency,Margin,20,72.0,72.0,72.0,72.0,72.0
Consistency_Margin,Consistency,Margin,30,83.0,78.0,78.0,77.0,82.0
Consistency_Margin,Consistency,Margin,40,78.0,80.0,79.0,79.0,80.0
Consistency_Margin,Consistency,Margin,50,84.0,80.0,85.0,85.0,88.0
Consistency_Margin,Consistency,Margin,60,86.0,80.0,86.0,87.0,88.0
Consistency_Margin,Consistency,Margin,70,86.0,84.0,89.0,88.0,88.0
Consistency_Margin,Consistency,Margin,80,86.0,86.0,91.0,88.0,89.0
Consistency_Margin,Consistency,Margin,90,88.0,89.0,91.0,90.0,91.0
Consistency_Margin,Consistency,Margin,100,90.0,90.0,91.0,89.0,91.0
Consistency_Margin,Consistency,Margin,110,91.0,92.0,91.0,91.0,93.0
Consistency_Margin,Consistency,Margin,120,93.0,92.0,91.0,92.0,92.0
Entropy_Margin,Entropy,Margin,20,56.00000000000001,56.00000000000001,56.00000000000001,56.00000000000001,56.00000000000001
Entropy_Margin,Entropy,Margin,30,70.0,73.0,68.0,67.0,69.0
Entropy_Margin,Entropy,Margin,40,73.0,79.0,72.0,78.0,75.0
Entropy_Margin,Entropy,Margin,50,79.0,85.0,81.0,82.0,84.0
Entropy_Margin,Entropy,Margin,60,79.0,86.0,80.0,84.0,82.0
Entropy_Margin,Entropy,Margin,70,84.0,88.0,81.0,87.0,89.0
Entropy_Margin,Entropy,Margin,80,85.0,90.0,81.0,88.0,90.0
Entropy_Margin,Entropy,Margin,90,86.0,90.0,80.0,89.0,92.0
Entropy_Margin,Entropy,Margin,100,88.0,90.0,84.0,89.0,91.0
Entropy_Margin,Entropy,Margin,110,89.0,92.0,86.0,90.0,92.0
Entropy_Margin,Entropy,Margin,120,87.0,92.0,84.0,90.0,92.0
Margin_Margin,Margin,Margin,20,70.0,70.0,70.0,70.0,70.0
Margin_Margin,Margin,Margin,30,76.0,70.0,70.0,78.0,78.0
Margin_Margin,Margin,Margin,40,81.0,80.0,86.0,86.0,79.0
Margin_Margin,Margin,Margin,50,81.0,82.0,86.0,83.0,87.0
Margin_Margin,Margin,Margin,60,84.0,84.0,89.0,87.0,87.0
Margin_Margin,Margin,Margin,70,89.0,83.0,90.0,89.0,89.0
Margin_Margin,Margin,Margin,80,91.0,83.0,89.0,91.0,90.0
Margin_Margin,Margin,Margin,90,92.0,84.0,90.0,91.0,92.0
Margin_Margin,Margin,Margin,100,92.0,90.0,90.0,92.0,93.0
Margin_Margin,Margin,Margin,110,92.0,91.0,91.0,92.0,93.0
Margin_Margin,Margin,Margin,120,92.0,92.0,92.0,92.0,94.0
BALD_Margin,BALD,Margin,20,61.0,61.0,61.0,61.0,61.0
BALD_Margin,BALD,Margin,30,76.0,73.0,70.0,77.0,72.0
BALD_Margin,BALD,Margin,40,79.0,80.0,81.0,82.0,73.0
BALD_Margin,BALD,Margin,50,79.0,84.0,83.0,83.0,77.0
BALD_Margin,BALD,Margin,60,88.0,86.0,84.0,87.0,78.0
BALD_Margin,BALD,Margin,70,88.0,89.0,86.0,88.0,80.0
BALD_Margin,BALD,Margin,80,90.0,90.0,89.0,89.0,82.0
BALD_Margin,BALD,Margin,90,91.0,90.0,90.0,90.0,81.0
BALD_Margin,BALD,Margin,100,90.0,91.0,91.0,90.0,84.0
BALD_Margin,BALD,Margin,110,91.0,91.0,90.0,92.0,84.0
BALD_Margin,BALD,Margin,120,92.0,91.0,90.0,92.0,86.0
VAAL_Margin,VAAL,Margin,20,56.99999999999999,56.99999999999999,56.99999999999999,56.99999999999999,56.99999999999999
VAAL_Margin,VAAL,Margin,30,68.0,72.0,67.0,63.0,67.0
VAAL_Margin,VAAL,Margin,40,75.0,74.0,82.0,72.0,68.0
VAAL_Margin,VAAL,Margin,50,83.0,79.0,85.0,78.0,76.0
